"name","name_long","Estimate","CI_low","CI_high","mean","se_mean","sd","Rhat","Contact_type"
"B_tri[1]","occ_cat_student",1.41982314397086,1.14517162674513,1.77130426341733,0.350532317357218,0.00175277579145214,0.113052609742536,1.00126952499615,"All contacts"
"B_tri[2]","occ_cat_other",3.41596587229409,3.21361324903017,3.64104150929514,1.22846028533019,0.000406734163558962,0.0325447242966246,0.999385888948642,"All contacts"
"B_tri[3]","age_cat_comb0_15",1.40518457439401,1.0542561335612,1.84502295837749,0.340168663832919,0.00251829742531853,0.141809917114458,1.00056706442311,"All contacts"
"B_tri[4]","age_cat_comb16_25",1.24308800705475,1.05437784458389,1.46602554247653,0.217598612157985,0.00155973953455687,0.082526955500346,1.00014519843486,"All contacts"
"B_tri[5]","age_cat_comb26_35",1.26457509550525,1.10916017123163,1.43811342127392,0.234736172873612,0.00124967763330397,0.0670790081390294,1.00037909740177,"All contacts"
"B_tri[6]","age_cat_comb46_55",0.983340898318887,0.880121830191728,1.09797101358999,-0.0167994251403259,0.000909596233129586,0.0560241703574831,0.999873432884771,"All contacts"
"B_tri[7]","age_cat_comb56_65",1.02638512448008,0.885694136934565,1.18348062784137,0.0260430413070977,0.00138795541886952,0.073759174519327,1.00005430947962,"All contacts"
"B_tri[8]","age_cat_comb66_75",1.3910538844748,1.1471101064833,1.68516337643511,0.330061650131197,0.00198179493403102,0.0982581460326672,1.00024383232669,"All contacts"
"B_tri[9]","age_cat_comb76_",1.78445639400913,1.36162977147495,2.34215038354755,0.579113827678165,0.00247977260644475,0.140290231162679,0.999816347972821,"All contacts"
"B_tri[10]","HH_Num_Memb_1_3",0.589789103583482,0.539597824768357,0.643875525883267,-0.527990257536826,0.000529777996299599,0.0442528377454374,0.999349304299151,"All contacts"
"B_tri[11]","HH_Num_Memb_7_9",1.08811934359575,1.00762139454839,1.17461104174137,0.08445083322307,0.000504494909192948,0.0392962531146944,1.00015539322914,"All contacts"
"B_tri[12]","HH_Num_Memb_10",0.871812292543803,0.736058380558069,1.02829085344254,-0.137181139089361,0.00114245405597802,0.0852772553993952,1.00019789845651,"All contacts"
"B_part[1]","PART_MALE",0.770861334043233,0.665399511681147,0.893250885287437,-0.260246773678137,0.00221348944346058,0.0756943811413471,1.00287596216422,"All contacts"
"B_hh[1]","log_ninetile_hh",0.546294799081832,0.452236186883821,0.666018847075197,-0.604596523886022,0.00482562300683258,0.0985546175350654,1.01265598445556,"All contacts"
"sigma0_loc","sigma0_loc",1.3805098993171,1.20571131375646,1.62249682639299,0.322452923182428,0.00263305863139986,0.0758372891791109,1.00393902908817,"All contacts"
"sigma0_hh","sigma0_hh",1.71659628069624,1.47822569275913,1.98942685314125,0.540343423630776,0.00834605329711666,0.0780066813424418,1.04012646511343,"All contacts"
"sigma0_part","sigma0_part",6.2973255437826,5.86835222341161,6.81458497352512,1.84012502640479,0.00153485658505286,0.0382234691695023,1.0047003760108,"All contacts"
"sigma0_rd","sigma0_rd",1.34808920277005,1.097575125462,2.70130862667359,0.298688184462462,0.00896974279771362,0.255516594361132,1.00221184008897,"All contacts"
"B_tri[1]","occ_cat_student",3.07776593423676,1.3459401626662,6.89422329629958,1.12420398776775,0.0114852568937512,0.415090079846955,1.00002889928263,"Extra-household contacts"
"B_tri[2]","occ_cat_other",3.58897308256119,2.9028686588507,4.43347393368743,1.27786611215439,0.00221683573010487,0.10619456563509,1.00072386698941,"Extra-household contacts"
"B_tri[3]","age_cat_comb0_15",4.30390525429547,1.76603673196699,10.2356712947534,1.45952280921,0.0126049663557879,0.452135793405877,1.00194289110866,"Extra-household contacts"
"B_tri[4]","age_cat_comb16_25",1.36697362843146,0.890833403503379,2.06175002903238,0.312599265991321,0.00564582500493327,0.214495275469572,1.0003260303138,"Extra-household contacts"
"B_tri[5]","age_cat_comb26_35",0.973450084585461,0.704098070973177,1.3378118008381,-0.0269087296647655,0.0040724898862255,0.165505734799295,0.999912574201188,"Extra-household contacts"
"B_tri[6]","age_cat_comb46_55",1.05579270872458,0.824250591191596,1.36443867020078,0.0542918674587151,0.00430663874036115,0.131811400771263,1.00593170300632,"Extra-household contacts"
"B_tri[7]","age_cat_comb56_65",1.45301378594609,1.02067830141707,2.11284530497045,0.373639872461987,0.00522543046302522,0.183392483802784,1.00191638489032,"Extra-household contacts"
"B_tri[8]","age_cat_comb66_75",1.03403130763848,0.638550017123623,1.69320989281963,0.0334650538082094,0.00695339520538503,0.249720482288207,1.00249737112097,"Extra-household contacts"
"B_tri[9]","age_cat_comb76_",1.50606508186148,0.770010934487471,2.99102996671292,0.409500343491423,0.010982040705976,0.353619906234273,1.00092916464543,"Extra-household contacts"
"B_tri[10]","HH_Num_Memb_1_3",1.16577909313351,0.95218716586381,1.42869461954368,0.153389612975208,0.00231083088706432,0.106280168042647,0.999781434873437,"Extra-household contacts"
"B_tri[11]","HH_Num_Memb_7_9",1.03949985459716,0.784379631537969,1.39486674645756,0.0387396884382519,0.00324154612252768,0.147064425528612,1.00241337415576,"Extra-household contacts"
"B_tri[12]","HH_Num_Memb_10",1.06261122056667,0.530049024485691,2.1649757355264,0.0607292945184524,0.00793187578859024,0.364733360998588,1.00429419847898,"Extra-household contacts"
"B_part[1]","PART_MALE",0.632658499712007,0.48634683858051,0.820773782309197,-0.457824497343449,0.00411340533362418,0.13321419122002,1.00284537864602,"Extra-household contacts"
"B_hh[1]","log_ninetile_hh",0.645910621962869,0.491201614194791,0.872205083970719,-0.437094140866252,0.0102645927414895,0.146328065602337,1.00640882419044,"Extra-household contacts"
"sigma0_loc","sigma0_loc",1.39287578677493,1.08147458405824,1.81661478520029,0.331370521241732,0.012626131830681,0.132269432784728,1.02922687600862,"Extra-household contacts"
"sigma0_hh","sigma0_hh",1.93696347775168,1.19039740851759,2.76021323135207,0.661121529188596,0.0639769751512836,0.219296261521846,1.5374523913447,"Extra-household contacts"
"sigma0_part","sigma0_part",10.6970758227538,9.06408108470407,12.650431774144,2.3699704165249,0.0104535880859424,0.0879182210613626,1.07303249419073,"Extra-household contacts"
"sigma0_rd","sigma0_rd",3.61270312667811,1.46354730483531,83.2879062181069,1.284456280696,0.0730264796702581,1.07986682877424,1.01002725069978,"Extra-household contacts"
